,id,title,label,word count,SECTION_CLEANED
266,politifact8172,Remarks by the President on Responsible Homeownership,1,7,Remarks President Responsible Homeownership
267,politifact179,"Washington Post: Breaking News, World, US, DC News & Analysis",1,10,Washington Post Breaking News World US DC News Analysis
268,politifact8119,interview with Bloomberg television,1,4,interview Bloomberg television
269,politifact8621,Obamacare vs. the Catholic bishops,1,5,Obamacare vs Catholic bishops
270,politifact66,FDIC: FIL-14-2005: Revised Examination Guidance,1,5,FDIC FIL142005 Revised Examination Guidance
271,politifact11931,Justices 1789 to Present,1,4,Justices 1789 Present
272,politifact975,A Preliminary Analysis of the President’s Budget and an Update of CBO’s Budget and Economic Outlook,1,16,A Preliminary Analysis Presidents Budget Update CBOs Budget Economic Outlook
273,politifact499,"S.1591 - 104th Congress (1995-1996): A bill to prohibit campaign expenditures for services of lobbyists, and for other purposes.",1,19,S1591 104th Congress 19951996 A bill prohibit campaign expenditures service lobbyists purpose
274,politifact181,Teamsters Tout ANWR on Capitol Hill,1,6,Teamsters Tout ANWR Capitol Hill
275,politifact502,Senate Passes Obama-Hagel Provision Aimed at Preventing Nuclear Terrorism,1,9,Senate Passes ObamaHagel Provision Aimed Preventing Nuclear Terrorism
276,politifact958,Transcript: House Majority Leader Boehner on 'FNS',1,7,Transcript House Majority Leader Boehner FNS
277,politifact581,John McCain for President,1,4,John McCain President
278,politifact1040,"Background Briefing on GM Restructuring, May 31, 2009",1,8,Background Briefing GM Restructuring May 31 2009
279,politifact621,Georgia crisis triggers war of words on White House trail,1,10,Georgia crisis trigger war word White House trail
280,politifact93,Social Security Trustees Report 2007,1,5,Social Security Trustees Report 2007
281,politifact3539,U.S. Senator Debbie Stabenow of Michigan,1,6,US Senator Debbie Stabenow Michigan
282,politifact466,Hillary Clinton Sits Down With Bill OReilly,1,7,Hillary Clinton Sits Down With Bill OReilly
283,politifact8537,The Committee on Energy and Commerce,1,6,The Committee Energy Commerce
284,politifact343,Writers May Have Pact. Huckabee Crosses Picket Line—Again,1,8,Writers May Have Pact Huckabee Crosses Picket Line—Again
285,politifact439,"Latest World News, Videos & Photos -ABC News - ABC News",1,11,Latest World News Videos Photos ABC News ABC News
286,politifact463,Economy Protect Homeownership and Crack Down on Mortgage Fraud,1,9,Economy Protect Homeownership Crack Down Mortgage Fraud
287,politifact1051,Congressman Pence Discusses House Republican Energy Bill on MSNBC's Morning Joe,1,11,Congressman Pence Discusses House Republican Energy Bill MSNBCs Morning Joe
288,politifact1361,"Switchboard, from NRDC :: Barbara Finamore's Blog :: China’s Carbon Intensity Target",1,12,Switchboard NRDC Barbara Finamores Blog Chinas Carbon Intensity Target
289,politifact6907,Transcript: Vice Presidential Debate,1,4,Transcript Vice Presidential Debate
290,politifact11699,comments at the CNN Republican presidential debate in Las Vegas,1,10,comment CNN Republican presidential debate Las Vegas
291,politifact679,"Palin: Pioneer, maverick -- and now game-changer",1,7,Palin Pioneer maverick gamechanger
292,politifact1176,Why the Public Option Isn't the Only Answer to Health-Care Reform,1,11,Why Public Option Isnt Only Answer HealthCare Reform
293,politifact12104,One in Four – Congressman Joe Pitts – Medium,1,9,One Four – Congressman Joe Pitts – Medium
294,politifact7182,Congressman Allen West : Final Weekly Wrapup,1,7,Congressman Allen West Final Weekly Wrapup
295,politifact3320,United States Senator Jim DeMint,1,5,United States Senator Jim DeMint
296,politifact8470,Rebooting: You and your doctor under Obamacare,1,7,Rebooting You doctor Obamacare
297,politifact3898,Card Penalty Fees Soften Slightly In 2010,1,7,Card Penalty Fees Soften Slightly In 2010
298,politifact2241,Assistant professor of economics at the Gatton College of Business and Economics at University of Kentucky,1,16,Assistant professor economics Gatton College Business Economics University Kentucky
299,politifact15133,"President Trump Campaigns Rick Saccone Pennsylvania, Mar 10 2018",1,9,President Trump Campaigns Rick Saccone Pennsylvania Mar 10 2018
300,politifact600,Daily Fuel Gauge Report Aug 1,1,6,Daily Fuel Gauge Report Aug 1
301,politifact1118,Public Citizen,1,2,Public Citizen
302,politifact12294,WATCH FULL Ted Cruz presser on new deal with Kasich (UPDATE: PART TWO ADDED),1,14,WATCH FULL Ted Cruz presser new deal Kasich UPDATE PART TWO ADDED
303,politifact1068,Protecting Our Children from the Dangers of Smoking,1,8,Protecting Our Children Dangers Smoking
304,politifact304,Part 1 of CNN Democratic presidential debate,1,7,Part 1 CNN Democratic presidential debate
305,politifact2281,"9/11 families, others rally in favor of NYC mosque",1,9,911 families others rally favor NYC mosque
306,politifact1560,Resource Not Available,1,3,Resource Not Available
307,politifact810,"McCain, Obama go head to head in last debate",1,9,McCain Obama go head head last debate
308,politifact263,Take action,1,2,Take action
309,politifact5321,Transcripts,1,1,Transcripts
310,politifact3527,'This Week' Transcript: Gen. Jim Jones (Ret.),1,7,This Week Transcript Gen Jim Jones Ret
311,politifact651,Renewing Americas Promise,1,3,Renewing Americas Promise
312,politifact943,"Earmark reform? 2009 spending bill contains 9,000 of them",1,9,Earmark reform 2009 spend bill contain 9000
313,politifact624,Dean Ralph Reed Fundraiser Reveals McCain Double Talk on Ethics,1,10,Dean Ralph Reed Fundraiser Reveals McCain Double Talk Ethics
314,politifact11552,"Leonard Lance claims federal tax code contains 4 million words, is 7 times as long as Bible",1,17,Leonard Lance claim federal tax code contain 4 million word 7 time long Bible
315,politifact574,Public Campaign Action Fund,1,4,Public Campaign Action Fund
316,politifact2836,TSA: Frequently Asked Questions,1,4,TSA Frequently Asked Questions
317,politifact8557,Rep Jan Schakowsky on MSNBC,1,5,Rep Jan Schakowsky MSNBC
318,politifact12556,Donald J. Trump on the Stakes of the Election,1,9,Donald J Trump Stakes Election
319,politifact426,MoveOn.org Political Action: 10 things to know about McCain,1,9,MoveOnorg Political Action 10 things know McCain
320,politifact997,United States Department of Defense,1,5,United States Department Defense
321,politifact84,MoveOn.org Political Action: General Petraeus or General Betray Us?,1,9,MoveOnorg Political Action General Petraeus General Betray Us
322,politifact421,MoveOn.org Political Action: 10 things to know about McCain,1,9,MoveOnorg Political Action 10 things know McCain
323,politifact368,The CNN Democratic presidential debate in Texas,1,7,The CNN Democratic presidential debate Texas
324,politifact201,"New York Officials Welcome Immigrants, Legal or Illegal",1,8,New York Officials Welcome Immigrants Legal Illegal
325,politifact7665,A Senate in the Gun Lobby’s Grip,1,7,A Senate Gun Lobbys Grip
326,politifact2594,public information officer for Palm Beach County Property Appraisers Office,1,10,public information officer Palm Beach County Property Appraisers Office
327,politifact10903,Estonia Might Have The Most Efficient Tax Filing System In The World,1,12,Estonia Might Have The Most Efficient Tax Filing System In The World
328,politifact10413,Remarks by the President on the Resurgence of the American Auto Industry,1,12,Remarks President Resurgence American Auto Industry
329,politifact1424,"PWNED: House GOP Dominates Twitter, YouTube, Social Media in Congress",1,10,PWNED House GOP Dominates Twitter YouTube Social Media Congress
330,politifact4858,当ブログでは福岡県内にある不動産会社についてさまざまな情報をまとめています。福岡市の分譲マンションやマンション経営で頼りになる企業をご紹介！,1,1,当ブログでは福岡県内にある不動産会社についてさまざまな情報をまとめています。福岡市の分譲マンションやマンション経営で頼りになる企業をご紹介！
331,politifact114,Text of H.R. 3338 (107th): Department of Defense and Emergency Supplemental Appropriations for Recovery from and Response to ... (Passed Congress version),1,22,Text HR 3338 107th Department Defense Emergency Supplemental Appropriations Recovery Response Passed Congress version
332,politifact2450,Mourning in America,1,3,Mourning America
333,politifact340,"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",1,9,Outlook Office Skype Bing Breaking News Latest Videos
334,politifact379,The Democratic Debate in Cleveland,1,5,The Democratic Debate Cleveland
335,politifact186,Interest Group Ratings,1,3,Interest Group Ratings
336,politifact751,First Presidential Debate,1,3,First Presidential Debate
337,politifact288,Town Hall Meeting in Derry NH,1,6,Town Hall Meeting Derry NH
338,politifact99,"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",1,9,Outlook Office Skype Bing Breaking News Latest Videos
339,politifact1899,John McCain,1,2,John McCain
340,politifact700,McCain-Palin 2008,1,2,McCainPalin 2008
341,politifact12120,Political TV Ad Archive » PolAd,1,6,Political TV Ad Archive » PolAd
342,politifact1140,Public Views on Health Care Overhaul Top Week's News,1,9,Public Views Health Care Overhaul Top Weeks News
343,politifact13052,"Most heroin in U.S. now comes across Mexican border, Rob Portman says",1,12,Most heroin US come across Mexican border Rob Portman say
344,politifact648,Democratic National Convention Committee,1,4,Democratic National Convention Committee
345,politifact4879,"Rick Santorum: By amending constitution, we can balance the budget for good",1,12,Rick Santorum By amend constitution balance budget good
346,politifact3428,Social Security Online History Pages,1,5,Social Security Online History Pages
347,politifact2724,Notice: Data not available: U.S. Bureau of Labor Statistics,1,9,Notice Data available US Bureau Labor Statistics
348,politifact13395,Clinton campaign’s claim that Trump would ‘force schools to allow guns in classrooms’,1,13,Clinton campaign claim Trump would force school allow gun classrooms
349,politifact6939,Obama: Mitt Romney refused to say whether he supports Lilly Ledbetter Act,1,12,Obama Mitt Romney refuse say whether support Lilly Ledbetter Act
350,politifact12486,foreign policy speech,1,3,foreign policy speech
351,politifact1028,Justice Department Memos on Interrogation Techniques,1,6,Justice Department Memos Interrogation Techniques
352,politifact13244,PolitiFact’s annotated transcript of the second presidential debate,1,8,PolitiFacts annotate transcript second presidential debate
353,politifact14174,Debbie Wasserman Schultz on Twitter,1,5,Debbie Wasserman Schultz Twitter
354,politifact13855,Remarks by President Trump in a Listening Session on Healthcare,1,10,Remarks President Trump Listening Session Healthcare
355,politifact6537,Romney campaign ad,1,3,Romney campaign ad
356,politifact11882,What Carly is doing tonight – Carly Fiorina – Medium,1,10,What Carly tonight – Carly Fiorina – Medium
357,politifact6519,Children - Obama for America TV Ad,1,7,Children Obama America TV Ad
358,politifact74,2007 Kaiser/HRET Employer Health Benefits Survey,1,6,2007 KaiserHRET Employer Health Benefits Survey
359,politifact3468,"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",1,9,Outlook Office Skype Bing Breaking News Latest Videos
360,politifact13305,"Most heroin in U.S. now comes across Mexican border, Rob Portman says",1,12,Most heroin US come across Mexican border Rob Portman say
361,politifact3919,Rule by Rentiers,1,3,Rule Rentiers
362,politifact4591,2011 Urban Institute and the Blue Cross Blue Shield of Massachusetts Foundation,1,12,2011 Urban Institute Blue Cross Blue Shield Massachusetts Foundation
363,politifact13229,Donald Trump featured in new jihadist recruitment video,1,8,Donald Trump feature new jihadist recruitment video
364,politifact2131,"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",1,9,Outlook Office Skype Bing Breaking News Latest Videos
365,politifact8005,interview on Fox News,1,4,interview Fox News
366,politifact11314,Has the potency of pot changed since President Obama was in high school?,1,13,Has potency pot change since President Obama high school
367,politifact323,Change We Can Believe In,1,5,Change We Can Believe In
368,politifact938,Peanut Product Recall Took Company Approval,1,6,Peanut Product Recall Took Company Approval
369,politifact674,Action for 25th Legislature,1,4,Action 25th Legislature
370,politifact649,Democratic National Convention Committee,1,4,Democratic National Convention Committee
371,politifact35,Iraq pullout could create chaos,1,5,Iraq pullout could create chaos
372,politifact3584,In Obama's Words,1,3,In Obamas Words
373,politifact939,"For Education Secretary, Stimulus Means Dollars and Risk",1,8,For Education Secretary Stimulus Means Dollars Risk
374,politifact1924,VIDEO: Special Preview Of Jersey Shore In Miami!,1,8,VIDEO Special Preview Of Jersey Shore In Miami
375,politifact1185,Obama Promises Abortion in Public Plan,1,6,Obama Promises Abortion Public Plan
376,politifact1053,Popular baby names,1,3,Popular baby name
377,politifact208,Top Presidential Candidate 2008 Websites,1,5,Top Presidential Candidate 2008 Websites
378,politifact12587,speech in Cincinnati,1,3,speech Cincinnati
379,politifact8987,Louise Slaughter on Twitter,1,4,Louise Slaughter Twitter
380,politifact8805,Laws Affecting Reproductive Health and Rights: 2013 State Policy Review,1,10,Laws Affecting Reproductive Health Rights 2013 State Policy Review
381,politifact9151,Fox News Sunday,1,3,Fox News Sunday
382,politifact10348,International Energy Statistics,1,3,International Energy Statistics
383,politifact13352,Donald Trump Sets Conditions for Defending NATO Allies Against Attack,1,10,Donald Trump Sets Conditions Defending NATO Allies Against Attack
384,politifact7,The State of Working America 20067 pdf,1,7,The State Working America 20067 pdf
385,politifact408,"Bill Clinton Says He 'Never Said A Bad Word About Senator Obama,' At mtvU's First 'Editorial Board'",1,17,Bill Clinton Says He Never Said A Bad Word About Senator Obama At mtvUs First Editorial Board
386,politifact1014,Trump on Prejean: Same as Obama,1,6,Trump Prejean Same Obama
387,politifact13548,"Donald Trump, Billy Bush: Interview Scrambles Race",1,7,Donald Trump Billy Bush Interview Scrambles Race
388,politifact14114,Transcript: Interview with Donald Trump,1,5,Transcript Interview Donald Trump
389,politifact10371,Rep. Michael McCaul (R-TX) Appears on Face the Nation,1,9,Rep Michael McCaul RTX Appears Face Nation
390,politifact1063,Energy and Commerce Committee,1,4,Energy Commerce Committee
391,politifact303,Meet Barack Obama,1,3,Meet Barack Obama
392,politifact2208,Redirect Notice,1,2,Redirect Notice
393,politifact13900,"Carolyn B. Maloney on Twitter: ""Women's health & wellbeing don’t seem to count in the math of the GOP's merciless #PayMoreForLess healthcare bill. We must not defund @PPFA!… https:",1,29,Carolyn B Maloney Twitter Womens health wellbeing dont seem count math GOPs merciless PayMoreForLess healthcare bill We must defund PPFA… https
394,politifact3984,Fiscal Year 2011 Email interview with Todd Harrison of the Center for Strategic and Budgetary Assessments,1,16,Fiscal Year 2011 Email interview Todd Harrison Center Strategic Budgetary Assessments
395,politifact7258,"Shields and Gerson on Cabinet Noms, Gun Laws, Boehner's Leadership | PBS NewsHour | Dec. 21, 2012",1,17,Shields Gerson Cabinet Noms Gun Laws Boehners Leadership PBS NewsHour Dec 21 2012
396,politifact160,U.S. Senate: U.S. Senate Roll Call Votes 103rd Congress,1,9,US Senate US Senate Roll Call Votes 103rd Congress
397,politifact669,CQ Vote Studies,1,3,CQ Vote Studies
398,politifact7540,CPAC 2013 - Former Governor Sarah Palin (R-AK),1,8,CPAC 2013 Former Governor Sarah Palin RAK
399,politifact11399,"""One Hundred Percent"" by Club for Growth Action",1,8,One Hundred Percent Club Growth Action
400,politifact1106,Browse Congressional Bills,1,3,Browse Congressional Bills
401,politifact13682,Executive Order Protecting the Nation from Foreign Terrorist Entry into the United States,1,13,Executive Order Protecting Nation Foreign Terrorist Entry United States
402,politifact7489,Debbie Wasserman Schultz on Twitter,1,5,Debbie Wasserman Schultz Twitter
403,politifact10276,"Senator Charles Schumer NY November Midterm Elections, Nov 25 2014",1,10,Senator Charles Schumer NY November Midterm Elections Nov 25 2014
404,politifact261,CHIP Enrollment: June 2011 Data Snapshot,1,6,CHIP Enrollment June 2011 Data Snapshot
405,politifact8069,"Remarks by the President on the Economy -- Knox College, Galesburg, IL",1,12,Remarks President Economy Knox College Galesburg IL
406,politifact509,Memorial Day,1,2,Memorial Day
407,politifact3455,'This Week' Transcript: Target Libya,1,5,This Week Transcript Target Libya
408,politifact986,Administration Is Seeking $700 Billion for Wall Street,1,8,Administration Is Seeking 700 Billion Wall Street
409,politifact429,Family Policy Alliance,1,3,Family Policy Alliance
410,politifact214,HillaryClinton.com,1,1,HillaryClintoncom
411,politifact4372,"This Labor Day, we need protests",1,6,This Labor Day need protest
412,politifact12070,Breaking down barriers for African Americans – Hillary for America – Medium,1,12,Breaking barriers African Americans – Hillary America – Medium
413,politifact8995,WarOnPoverty50,1,1,WarOnPoverty50
414,politifact1678,Supreme Court Vacancy Video,1,4,Supreme Court Vacancy Video
415,politifact2258,U.S. House Committee on Foreign Affairs,1,6,US House Committee Foreign Affairs
416,politifact539,"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",1,9,Outlook Office Skype Bing Breaking News Latest Videos
417,politifact5659,Remarks by the President on Oil and Gas Subsidies,1,9,Remarks President Oil Gas Subsidies
418,politifact503,Have You Been to Iraq — 76 Sens Say They Have by Patrick Fitzgerald,1,14,Have You Been Iraq — 76 Sens Say They Have Patrick Fitzgerald
419,politifact1026,House GOP Introduces Keep Terrorists Out of America Act,1,9,House GOP Introduces Keep Terrorists Out America Act
420,politifact10877,Should ISIS' gains lead to more U.S. troops in Iraq?,1,10,Should ISIS gain lead US troop Iraq
421,politifact200,Resource Not Available,1,3,Resource Not Available
422,politifact724,Individual Income Tax Returns Publication 1304 (Complete Report),1,8,Individual Income Tax Returns Publication 1304 Complete Report
423,politifact8259,Transcripts,1,1,Transcripts
424,politifact7390,State of the Union 2013,1,5,State Union 2013
425,politifact7669,Statement by the President,1,4,Statement President
426,politifact2048,Ron Paul Praises Embattled RNC Chief Michael Steele For Leadership On Afghanistan,1,12,Ron Paul Praises Embattled RNC Chief Michael Steele For Leadership On Afghanistan
427,politifact695,"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",1,9,Outlook Office Skype Bing Breaking News Latest Videos
428,politifact691,Palin tries new tactic to unload hated jet: Gov. Sarah Palin background,1,12,Palin try new tactic unload hat jet Gov Sarah Palin background
429,politifact1779,Barasso Ready to Question Kagan,1,5,Barasso Ready Question Kagan
430,politifact1277,Transcript Briefing by Press Secretary Robert Gibbs,1,7,Transcript Briefing Press Secretary Robert Gibbs
431,politifact8611,Israel should welcome Rouhani's election victory,1,6,Israel welcome Rouhanis election victory
432,politifact195,Uniform Crime Reports,1,3,Uniform Crime Reports
433,politifact13138,Political TV Ad Archive » PolAd,1,6,Political TV Ad Archive » PolAd
434,politifact5632,Keeping His Word: Lowering the Cost of Medicare Prescriptions,1,9,Keeping His Word Lowering Cost Medicare Prescriptions
435,politifact13477,Rand Paul: Will Donald Trump betray voters by hiring John Bolton?,1,11,Rand Paul Will Donald Trump betray voters hire John Bolton
436,politifact772,ABC News: ABC News,1,4,ABC News ABC News
437,politifact348,Political Figures: C (2),1,4,Political Figures C 2
438,politifact8371,Rep. Ross: We need to get government running again,1,9,Rep Ross We need get government run
439,politifact1130,President Barack Obama in Portsmouth Town Hall,1,7,President Barack Obama Portsmouth Town Hall
440,politifact740,“Put Palin’s WolfKilling Record on Television”,1,6,“Put Palins WolfKilling Record Television
441,politifact128,2007 Federal Tax Rate Schedules,1,5,2007 Federal Tax Rate Schedules
442,politifact320,Web Ad A Tale of Two Mitts,1,7,Web Ad A Tale Two Mitts
443,politifact627,McCain in Colorado,1,3,McCain Colorado
444,politifact11711,"Vladimir Putin's Approval Rating Hits All-Time High, Boosted by Syria Airstrikes",1,11,Vladimir Putins Approval Rating Hits AllTime High Boosted Syria Airstrikes
445,politifact1866,"Penniless California issues IOUs to firms, clinics, taxpayers and students",1,10,Penniless California issue IOUs firm clinics taxpayers students
446,politifact1442,"As Americans Save Money, their Government Spends with Reckless Abandon",1,10,As Americans Save Money Government Spends Reckless Abandon
447,politifact9802,Rand Paul: We Must Demilitarize the Police,1,7,Rand Paul We Must Demilitarize Police
448,politifact5690,Remarks by the President at the Associated Press Luncheon,1,9,Remarks President Associated Press Luncheon
449,politifact14920,eCFR — Code of Federal Regulations,1,6,eCFR — Code Federal Regulations
450,politifact3251,CQ Transcriptswire > Login,1,4,CQ Transcriptswire Login
451,politifact5237,Morgan Griffith says EPA treats milk spills same way as oil spills,1,12,Morgan Griffith say EPA treat milk spill way oil spill
452,politifact769,CQ Vote Studies,1,3,CQ Vote Studies
453,politifact315,GDP and the Economy Final Estimates for the Third Quarter of 2007,1,12,GDP Economy Final Estimates Third Quarter 2007
454,politifact6842,Transcript of Wednesday's presidential debate,1,5,Transcript Wednesdays presidential debate
455,politifact3935,Obama Exclusive Concedes Senate Voteainst Raising Debt Limit Was Political,1,10,Obama Exclusive Concedes Senate Voteainst Raising Debt Limit Was Political
456,politifact736,The page you're looking for may have been moved or renamed,1,11,The page youre look may move rename
457,politifact12773,‘Americans need to stand together’: Hillary Clinton’s remarks following the Orlando shooting,1,12,Americans need stand together Hillary Clintons remark follow Orlando shoot
458,politifact608,Sen. Barack Obama's answer to meeting energy demands,1,8,Sen Barack Obamas answer meet energy demand
459,politifact7668,Statement by the President,1,4,Statement President
460,politifact1892,"'This Week' Transcript: Hoyer, Boehner and Bill Gates",1,8,This Week Transcript Hoyer Boehner Bill Gates
461,politifact2013,Arizona Department of Public Safety,1,5,Arizona Department Public Safety
462,politifact1467,Sen. Gregg: President Obama's Budget Proposal Is a 'Disaster',1,9,Sen Gregg President Obamas Budget Proposal Is Disaster
463,politifact31,School Choice FAQ,1,3,School Choice FAQ
464,politifact287,"Data on Campaign Finance, Super PACs, Industries, and Lobbying",1,9,Data Campaign Finance Super PACs Industries Lobbying
465,politifact230,"Department of Homeland Security Appropriations Act, 2007 (2006; 109th Congress H.R. 5441)",1,12,Department Homeland Security Appropriations Act 2007 2006 109th Congress HR 5441
466,politifact227,Poor and the nearpoor 1959 to 2006,1,7,Poor nearpoor 1959 2006
467,politifact12748,Cain said food stamp program use up under Obama,1,9,Cain say food stamp program use Obama
468,politifact207,Testimony on CBO’s Assessment of the Air Force’s Plan to Acquire 100 Boeing Tanker Aircraft,1,15,Testimony CBOs Assessment Air Forces Plan Acquire 100 Boeing Tanker Aircraft
469,politifact677,Fox News Sunday,1,3,Fox News Sunday
470,politifact3115,"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",1,9,Outlook Office Skype Bing Breaking News Latest Videos
471,politifact87,Illinois General Assembly,1,3,Illinois General Assembly
472,politifact13226,Health Insurance Coverage in the United States 2015,1,8,Health Insurance Coverage United States 2015
473,politifact10423,Top Picks (Most Requested Statistics) : U.S. Bureau of Labor Statistics,1,11,Top Picks Most Requested Statistics US Bureau Labor Statistics
474,politifact976,The Republican Road to Recovery,1,5,The Republican Road Recovery
475,politifact671,Democratic National Convention,1,3,Democratic National Convention
476,politifact968,60 Minutes Transcript,1,3,60 Minutes Transcript
477,politifact6645,Bureau of Labor Statistics Data,1,5,Bureau Labor Statistics Data
478,politifact4291,The Texas Unmiracle,1,3,The Texas Unmiracle
479,politifact2714,Indictment US v Vince McMahon and Titan Sports New Haven Register,1,11,Indictment US v Vince McMahon Titan Sports New Haven Register
480,politifact596,Barack Obama Challenges John McCain To Duel Over Taxes,1,9,Barack Obama Challenges John McCain To Duel Over Taxes
481,politifact11208,A comprehensive investigation of voter impersonation finds 31 credible incidents out of one billion ballots cast,1,16,A comprehensive investigation voter impersonation find 31 credible incidents one billion ballot cast
482,politifact3228,LexisNexis(R) Publisher,1,2,LexisNexisR Publisher
483,politifact1375,The Des Moines Register,1,4,The Des Moines Register
484,politifact4926,The Gingrich Tragedy,1,3,The Gingrich Tragedy
485,politifact498,Obama Criticizes McCain on Lobbyists,1,5,Obama Criticizes McCain Lobbyists
486,politifact6089,Cravaack Passes Amendment to Improve US Aviation Security in Opposition to Obamas Planned Disarming of Federal Flight Deck Officers,1,19,Cravaack Passes Amendment Improve US Aviation Security Opposition Obamas Planned Disarming Federal Flight Deck Officers
487,politifact8778,Barack Obama says U.S. oil production last year was highest since 2003,1,12,Barack Obama say US oil production last year highest since 2003
488,politifact1047,TG-162: Treasury Announces $68 Billion in Expected CPP Repayments,1,9,TG162 Treasury Announces 68 Billion Expected CPP Repayments
489,politifact228,"Current-Law Distribution of Federal Taxes By Cash Income Percentiles, 2007",1,10,CurrentLaw Distribution Federal Taxes By Cash Income Percentiles 2007
490,politifact495,Part I: CNN/YouTube Democratic presidential debate transcript,1,7,Part I CNNYouTube Democratic presidential debate transcript
491,politifact1038,"Table of Known Nuclear Tests Worldwide, 1945-1996",1,7,Table Known Nuclear Tests Worldwide 19451996
492,politifact1465,Remarks by the President at GOP House Issues Conference,1,9,Remarks President GOP House Issues Conference
493,politifact396,"Hillary Rodham Clinton, Senator for New York: Floor Speech of Senator Hillary Rodham Clinton on S.J. Res. 45, A Resolution to Authorize the Use of United States Armed Forces Against Iraq",1,31,Hillary Rodham Clinton Senator New York Floor Speech Senator Hillary Rodham Clinton SJ Res 45 A Resolution Authorize Use United States Armed Forces Against Iraq
494,politifact279,TPMtv Extra: South Carolina Ronald Reagan Debate,1,7,TPMtv Extra South Carolina Ronald Reagan Debate
495,politifact9442,a director of research for the foreign policy program at the Brookings Institution,1,13,director research foreign policy program Brookings Institution
496,politifact150,Massachusetts Department of Elementary and Secondary Education,1,7,Massachusetts Department Elementary Secondary Education
497,politifact11777,Expanding Opportunity — #KempForum16 – Paul Ryan – Medium,1,9,Expanding Opportunity — KempForum16 – Paul Ryan – Medium
498,politifact11021,Country of Origin Labeling (COOL),1,5,Country Origin Labeling COOL
499,politifact3335,"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",1,9,Outlook Office Skype Bing Breaking News Latest Videos
500,politifact341,Mike Huckabee: Fried Squirrel Out of a Popcorn Popper,1,9,Mike Huckabee Fried Squirrel Out Popcorn Popper
501,politifact6871,Transcript of Wednesday's presidential debate,1,5,Transcript Wednesdays presidential debate
502,politifact11072,"McConnell, Webb, Jindal express uncertainty over Iran nuclear deal",1,9,McConnell Webb Jindal express uncertainty Iran nuclear deal
503,politifact3734,"Remarks by the President on Comprehensive Immigration Reform in El Paso, Texas",1,12,Remarks President Comprehensive Immigration Reform El Paso Texas
504,politifact336,Kerry-McCain: Welcome To Massachusetts!,1,4,KerryMcCain Welcome To Massachusetts
505,politifact785,"Obama Urges Bernanke, Paulson to Fight Foreclosures, Hold Homeownership Summit",1,10,Obama Urges Bernanke Paulson Fight Foreclosures Hold Homeownership Summit
506,politifact14511,Schneiderman suing Trump over DACA cites 'discriminatory animus',1,8,Schneiderman sue Trump DACA cite discriminatory animus
507,politifact276,Americas 5 Best Governors,1,4,Americas 5 Best Governors
508,politifact8221,Situation Syria Regional Refugee Response,1,5,Situation Syria Regional Refugee Response
509,politifact4411,Transcript of Republican Presidential debate at the Ronald Reagan Library in Simi Valley,1,13,Transcript Republican Presidential debate Ronald Reagan Library Simi Valley
510,politifact14167,"Sec. John Kelly on Manchester investigation, keeping America safe",1,9,Sec John Kelly Manchester investigation keep America safe
511,politifact528,John McCain for President,1,4,John McCain President
512,politifact1312,alert to members on abortion coverage in the House health care bill,1,12,alert members abortion coverage House health care bill
513,politifact1770,Terror Suspects Are Buying Guns - and the FBI Can't Stop Them,1,12,Terror Suspects Are Buying Guns FBI Cant Stop Them
514,politifact720,Organizing for Action,1,3,Organizing Action
515,politifact3581,"Hannity says Obama won't even use the term ""war on terrorism""",1,11,Hannity say Obama wont even use term war terrorism
516,politifact1333,a professor of American Studies at Lynn University,1,8,professor American Studies Lynn University
517,politifact5447,transcript accessed via Nexis Mitt Romney Sends Taped Message to 2011 NRA Convention,1,13,transcript access via Nexis Mitt Romney Sends Taped Message 2011 NRA Convention
518,politifact1067,An Open Letter to 'All Barack Channel',1,7,An Open Letter All Barack Channel
519,politifact6277,"Obama for America TV Ad: ""Firms""",1,6,Obama America TV Ad Firms
520,politifact1314,roll call on Stupak amendment,1,5,roll call Stupak amendment
521,politifact12755,Pastors To Protest IRS Rules on Political Advocacy,1,8,Pastors To Protest IRS Rules Political Advocacy
522,politifact9107,"Mitch McConnell, Alison Lundergan Grimes Have 'Sharp Differences' on Campaign Finance Rules",1,12,Mitch McConnell Alison Lundergan Grimes Have Sharp Differences Campaign Finance Rules
523,politifact527,by Mark Halperin,1,3,Mark Halperin
524,politifact6646,"Ryan's plan includes $700 billion in Medicare ""cuts,"" says Stephanie Cutter",1,11,Ryans plan include 700 billion Medicare cut say Stephanie Cutter
525,politifact773,U.S. Senate: U.S. Senate Roll Call Votes 110th Congress,1,9,US Senate US Senate Roll Call Votes 110th Congress
526,politifact317,Table B46 Employees on nonagricultural payrolls by major industry 19552006,1,10,Table B46 Employees nonagricultural payrolls major industry 19552006
527,politifact1575,Jim DeMint on Twitter,1,4,Jim DeMint Twitter
528,politifact4433,"Fed Up! Our Fight to Save America from Washington, by Rick Perry",1,12,Fed Up Our Fight Save America Washington Rick Perry
